Year level,Strand,Content code,Content description,Elaboration,Linked Achievement IDs,descriptor_type
Year 3,Measurement,AC9M3M01,identify which metric units are used to measure everyday items; use measurements of familiar items and known units to make estimates,estimating the height of a tree by comparing it to the height of their friend and quoting the result as “the tree is about 3 times as tall”; estimating the capacity of a fish tank by using a litre milk carton as a benchmark,"Y3-AS-09, Y3-AS-15",knowledge
Year 3,Measurement,AC9M3M01,identify which metric units are used to measure everyday items; use measurements of familiar items and known units to make estimates,choosing and using metres to estimate the dimensions of the classroom,"Y3-AS-09, Y3-AS-15",knowledge
Year 3,Measurement,AC9M3M02,"measure and compare objects using familiar metric units of length, mass and capacity, and instruments with labelled markings","making a measuring tape using metric units of length and using it to measure and compare things; for example, the girth of a tree; explaining that the lines on a ruler show the beginning and end of each unit",Y3-AS-15,knowledge
Year 3,Measurement,AC9M3M02,"measure and compare objects using familiar metric units of length, mass and capacity, and instruments with labelled markings","using a strip of centimetre grid paper to measure and compare the length of objects, connecting this with centimetre units on a ruler and using fractions of a graduation to give a more accurate measure",Y3-AS-15,knowledge
Year 3,Measurement,AC9M3M02,"measure and compare objects using familiar metric units of length, mass and capacity, and instruments with labelled markings","discussing how the capacity of a container or object usually refers to the amount of liquid it can hold, measured in millilitres and litres; comparing the capacity of different sizes of familiar drinks; for example, 600 millilitres, one litre, 2 litre and 3 litre milk containers",Y3-AS-15,knowledge
Year 3,Measurement,AC9M3M02,"measure and compare objects using familiar metric units of length, mass and capacity, and instruments with labelled markings","measuring and comparing the mass of objects and capacity of containers, using measuring jugs and kitchen or other scales and standard metric units of millilitres, litres, grams and kilograms; interpreting and explaining what the lines on the measuring jug or scales mean",Y3-AS-15,knowledge
Year 3,Measurement,AC9M3M02,"measure and compare objects using familiar metric units of length, mass and capacity, and instruments with labelled markings",comparing the capacity of different beakers used in science lessons and using the numbered graduations to measure out different capacities of liquid,Y3-AS-15,knowledge
Year 3,Measurement,AC9M3M03,"recognise and use the relationship between formal units of time including days, hours, minutes and seconds to estimate and compare the duration of events","estimating how long it would take to read a set passage of text, and sharing this information to demonstrate understanding of formal units of duration of time","Y3-AS-05, Y3-AS-15",knowledge
Year 3,Measurement,AC9M3M03,"recognise and use the relationship between formal units of time including days, hours, minutes and seconds to estimate and compare the duration of events","planning a sequence of events based on estimates of the duration of each event; for example, planning a set of activities for a class party by estimating how long each game or activity will take","Y3-AS-05, Y3-AS-15",knowledge
Year 3,Measurement,AC9M3M03,"recognise and use the relationship between formal units of time including days, hours, minutes and seconds to estimate and compare the duration of events","reading or setting the time on digital devices to the minute or second; for example, setting an online timing device to count down from a set time; or setting the time on a digital clock","Y3-AS-05, Y3-AS-15",knowledge
Year 3,Measurement,AC9M3M03,"recognise and use the relationship between formal units of time including days, hours, minutes and seconds to estimate and compare the duration of events","using sand timers and digital timers to measure and check estimates of short durations of time, such as one minute, 3 minutes and 5 minutes","Y3-AS-05, Y3-AS-15",knowledge
Year 3,Measurement,AC9M3M03,"recognise and use the relationship between formal units of time including days, hours, minutes and seconds to estimate and compare the duration of events","exploring how cultural accounts of First Nations Australians explain cycles of time that involve the sun, moon and stars","Y3-AS-05, Y3-AS-15",knowledge
