Year level,Strand,Sub-strand,Content code,Content description,Elaboration,Tags,Linked Achievement IDs
Year 1,Literature,Engaging with and responding to literature,AC9E1LE02,discuss literary texts and share responses by making connections with students’ own experiences,expressing responses to characters and events in stories using drawing and role-play,Other,"Year1-AS-4833, Year1-AS-8680, Year1-AS-9042, Year1-AS-9965"
Year 1,Literature,Engaging with and responding to literature,AC9E1LE02,discuss literary texts and share responses by making connections with students’ own experiences,identifying who is telling the story in different texts,Text structure,"Year1-AS-4833, Year1-AS-8680, Year1-AS-9042, Year1-AS-9965"
Year 1,Literature,Examining literature,AC9E1LE03,"discuss plot, character and setting, which are features of stories","recognising similar characters and settings in different types of literary texts; for example, traditional tales, narrative poems and fables",Text structure,"Year1-AS-2, Year1-AS-721, Year1-AS-9965"
Year 1,Literature,Examining literature,AC9E1LE03,"discuss plot, character and setting, which are features of stories","discussing whether features of settings including time (year, season) and place (country or city) are realistic or imagined",Other,"Year1-AS-2, Year1-AS-721, Year1-AS-9965"
Year 1,Literature,Examining literature,AC9E1LE03,"discuss plot, character and setting, which are features of stories","discussing how plots develop, including beginnings (orientation), how the problem (complication) is introduced and solved (resolution)",Other,"Year1-AS-2, Year1-AS-721, Year1-AS-9965"
Year 1,Literature,Examining literature,AC9E1LE04,"listen to and discuss poems, chants, rhymes and songs, and imitate and invent sound patterns including alliteration and rhyme","listening to performance poetry, chants or songs from First Nations Australians",Other,"Year1-AS-4833, Year1-AS-8680"
Year 1,Literature,Examining literature,AC9E1LE04,"listen to and discuss poems, chants, rhymes and songs, and imitate and invent sound patterns including alliteration and rhyme","exploring poetry, chants and songs from Asian cultures",Other,"Year1-AS-4833, Year1-AS-8680"
Year 1,Literature,Examining literature,AC9E1LE04,"listen to and discuss poems, chants, rhymes and songs, and imitate and invent sound patterns including alliteration and rhyme",listening to haiku poems about familiar topics such as nature and the seasons,Other,"Year1-AS-4833, Year1-AS-8680"
Year 1,Literature,Creating literature,AC9E1LE05,"orally retell or adapt a familiar story using plot and characters, language features including vocabulary, and structure of a familiar text, through role-play, writing, drawing or digital tools",writing character descriptions,Other,"Year1-AS-2, Year1-AS-4833, Year1-AS-5660, Year1-AS-8445, Year1-AS-8680"
Year 1,Literature,Creating literature,AC9E1LE05,"orally retell or adapt a familiar story using plot and characters, language features including vocabulary, and structure of a familiar text, through role-play, writing, drawing or digital tools","imitating a characteristic piece of speech or dialogue, or the attitudes or expressions of favourite characters in texts",Text structure,"Year1-AS-2, Year1-AS-4833, Year1-AS-5660, Year1-AS-8445, Year1-AS-8680"
Year 1,Literature,Creating literature,AC9E1LE05,"orally retell or adapt a familiar story using plot and characters, language features including vocabulary, and structure of a familiar text, through role-play, writing, drawing or digital tools","retelling key events in stories using oral language, visual arts, digital tools or performance",Other,"Year1-AS-2, Year1-AS-4833, Year1-AS-5660, Year1-AS-8445, Year1-AS-8680"
Year 1,Literacy,Texts in context,AC9E1LY01,discuss different texts and identify some features that indicate their purposes,"discussing a range of texts encountered in school and in the community, and identifying their purpose",Text structure,Year1-AS-721
Year 1,Literacy,Texts in context,AC9E1LY01,discuss different texts and identify some features that indicate their purposes,recognising that types of texts with similar purposes usually have predictable structures,"Comprehension, Text structure",Year1-AS-721
Year 1,Literacy,Interacting with others,AC9E1LY02,"use interaction skills including turn-taking, speaking clearly, using active listening behaviours and responding to the contributions of others, and contributing ideas and questions",using turn-taking in group and pair work,Other,"Year1-AS-4833, Year1-AS-8680"
Year 1,Literacy,Interacting with others,AC9E1LY02,"use interaction skills including turn-taking, speaking clearly, using active listening behaviours and responding to the contributions of others, and contributing ideas and questions","building a conversation by staying on topic, supporting other speakers, eliciting responses, listening supportively and attentively, asking relevant questions, providing useful feedback and prompting",Other,"Year1-AS-4833, Year1-AS-8680"
Year 1,Literacy,Interacting with others,AC9E1LY02,"use interaction skills including turn-taking, speaking clearly, using active listening behaviours and responding to the contributions of others, and contributing ideas and questions","participating in informal and structured class, group and pair discussions about content area topics, ideas and information",Text structure,"Year1-AS-4833, Year1-AS-8680"
Year 1,Literacy,Interacting with others,AC9E1LY02,"use interaction skills including turn-taking, speaking clearly, using active listening behaviours and responding to the contributions of others, and contributing ideas and questions","interacting appropriately with peers, teachers and visitors",Other,"Year1-AS-4833, Year1-AS-8680"
Year 1,Literacy,Interacting with others,AC9E1LY02,"use interaction skills including turn-taking, speaking clearly, using active listening behaviours and responding to the contributions of others, and contributing ideas and questions","formulating different types of questions to ask a speaker, such as open and closed questions and “when”, “why” and “how” questions",Other,"Year1-AS-4833, Year1-AS-8680"
Year 1,Literacy,"Analysing, interpreting and evaluating",AC9E1LY03,"describe some similarities and differences between imaginative, informative and persuasive texts","comparing and discussing texts, identifying some features that distinguish those that “tell stories” from those that “give opinions”",Text structure,"Year1-AS-721, Year1-AS-9965"
